,player,comp,round,date,venue,opp,pos,min,type,assisted,Year,match period
0,Ronaldo,Liga NOS,6,2002-10-07,H,Moreirense ,RW,34,Solo,No Assist,2002,First Half
1,Ronaldo,Liga NOS,6,2002-10-07,H,Moreirense ,RW,90,Solo,No Assist,2002,Second Half
2,Ronaldo,Liga NOS,8,2002-10-26,A,Boavista,RW,88,Solo,Carlos Martins,2002,Second Half
3,Ronaldo,Taça de Portugal Placard,Fourth Round,2002-11-24,H,Estarreja,RW,67,Left-footed shot,César Prates,2002,Second Half
4,Ronaldo,Taça de Portugal Placard,Fifth Round,2002-12-18,H,Oliv. Hospital,RW,13,Solo,No Assist,2002,First Half
5,Ronaldo,Premier League,11,2003-11-01,H,Portsmouth,RW,80,Right-footed shot,No Assist,2003,Second Half
6,Ronaldo,FA Cup,Fifth Round,2004-02-14,H,Man City,RW,74,Tap-in,Ryan Giggs,2004,Second Half
7,Ronaldo,Premier League,29,2004-03-20,H,Spurs,RW,89,Right-footed shot,No Assist,2004,Second Half
8,Ronaldo,Premier League,32,2004-04-10,A,Birmingham,RW,60,Header,Ryan Giggs,2004,Second Half
9,Ronaldo,Premier League,38,2004-05-15,A,Aston Villa,RW,4,Right-footed shot,No Assist,2004,First Half
10,Ronaldo,FA Cup,Final,2004-05-22,H,Millwall,RW,44,Header,Gary Neville,2004,First Half
11,Ronaldo,Premier League,16,2004-12-04,H,Southampton,RW,87,Right-footed shot,Gary Neville,2004,Second Half
12,Ronaldo,FA Cup,Third Round,2005-01-19,A,Exeter City,RW,9,Solo,Paul Scholes,2005,First Half
13,Ronaldo,Premier League,24,2005-01-22,H,Aston Villa,RW,8,Right-footed shot,Louis Saha,2005,First Half
14,Ronaldo,Premier League,25,2005-02-01,A,Arsenal,RW,54,Left-footed shot,Ryan Giggs,2005,Second Half
15,Ronaldo,Premier League,25,2005-02-01,A,Arsenal,RW,58,Tap-in,Ryan Giggs,2005,Second Half
16,Ronaldo,FA Cup,Fifth Round,2005-02-19,A,Everton,RW,58,Tap-in,Paul Scholes,2005,Second Half
17,Ronaldo,FA Cup,Sixth Round,2005-03-12,A,Southampton,RW,451,Left-footed shot,Ruud van Nistelrooy,2005,First Half-Additional Time
18,Ronaldo,Premier League,30,2005-03-19,H,Fulham,RW,21,Right-footed shot,Roy Keane,2005,First Half
19,Ronaldo,FA Cup,Semi-Finals,2005-04-17,A,Newcastle,RW,76,Right-footed shot,Ruud van Nistelrooy,2005,Second Half
20,Ronaldo,Champions League Qualifying,3rd round,2005-08-09,H,Debrecen,RW,63,Right-footed shot,Paul Scholes,2005,Second Half
21,Ronaldo,Premier League,11,2005-10-29,A,Middlesbrough,RW,90,Header,Paul Scholes,2005,Second Half
22,Ronaldo,EFL Cup,Round of 16,2005-11-30,H,West Brom,RW,12,Penalty,No Assist,2005,First Half
23,Ronaldo,Premier League,20,2005-12-31,H,Bolton,RW,68,Right-footed shot,Wayne Rooney,2005,Second Half
24,Ronaldo,Premier League,20,2005-12-31,H,Bolton,RW,90,Left-footed shot,Ruud van Nistelrooy,2005,Second Half
25,Ronaldo,Premier League,25,2006-02-04,H,Fulham,RW,14,Direct free kick,No Assist,2006,First Half
26,Ronaldo,Premier League,25,2006-02-04,H,Fulham,RW,87,Right-footed shot,No Assist,2006,Second Half
27,Ronaldo,Premier League,26,2006-02-11,A,Portsmouth,RW,38,Left-footed shot,No Assist,2006,First Half
28,Ronaldo,Premier League,26,2006-02-11,A,Portsmouth,RW,45,Right-footed shot,Wayne Rooney,2006,First Half
29,Ronaldo,EFL Cup,Final,2006-02-26,H,Wigan,RW,59,Solo,Louis Saha,2006,Second Half
30,Ronaldo,Premier League,28,2006-03-06,A,Wigan,RW,74,Right-footed shot,Ruud van Nistelrooy,2006,Second Half
31,Ronaldo,Premier League,38,2006-05-07,H,Charlton,RW,23,Left-footed shot,Ryan Giggs,2006,First Half
32,Ronaldo,Premier League,1,2006-08-20,H,Fulham,RW,19,Solo,Wayne Rooney,2006,First Half
33,Ronaldo,Premier League,6,2006-09-23,A,Reading,CF,73,Solo,John O'Shea,2006,Second Half
34,Ronaldo,Premier League,10,2006-10-28,A,Bolton,CF,82,Solo,Louis Saha,2006,Second Half
35,Ronaldo,Premier League,11,2006-11-04,H,Portsmouth,RW,10,Direct free kick,No Assist,2006,First Half
36,Ronaldo,Premier League,15,2006-11-29,H,Everton,RW,39,Solo,No Assist,2006,First Half
37,Ronaldo,Premier League,17,2006-12-09,H,Man City,RW,84,Solo,No Assist,2006,Second Half
38,Ronaldo,Premier League,19,2006-12-23,A,Aston Villa,RW,58,Solo,No Assist,2006,Second Half
39,Ronaldo,Premier League,19,2006-12-23,A,Aston Villa,RW,85,Solo,Gary Neville,2006,Second Half
40,Ronaldo,Premier League,20,2006-12-26,H,Wigan,RW,47,Solo,Paul Scholes,2006,Second Half
41,Ronaldo,Premier League,20,2006-12-26,H,Wigan,RW,50,Penalty rebound,Ji-sung Park,2006,Second Half
42,Ronaldo,Premier League,21,2006-12-30,H,Reading,RW,58,Solo,Ole Gunnar Solskjaer,2006,Second Half
43,Ronaldo,Premier League,21,2006-12-30,H,Reading,RW,77,Solo,Ryan Giggs,2006,Second Half
44,Ronaldo,Premier League,23,2007-01-13,H,Aston Villa,RW,34,Header,Michael Carrick,2007,First Half
45,Ronaldo,Premier League,25,2007-01-31,H,Watford,RW,12,Penalty,No Assist,2007,First Half
46,Ronaldo,Premier League,26,2007-02-03,A,Spurs,RW,45,Penalty,No Assist,2007,First Half
47,Ronaldo,Premier League,28,2007-02-24,A,Fulham,RW,88,Solo run,No Assist,2007,Second Half
48,Ronaldo,FA Cup,Sixth Round,2007-03-10,A,Middlesbrough,RW,68,Penalty,No Assist,2007,Second Half
49,Ronaldo,FA Cup,6th round,2007-03-19,H,Middlesbrough,RW,76,Penalty,No Assist,2007,Second Half
50,Ronaldo,Champions League,Quarter-Finals,2007-04-10,H,AS Roma,RW,44,Right-footed shot,Ryan Giggs,2007,First Half
51,Ronaldo,Champions League,Quarter-Finals,2007-04-10,H,AS Roma,RW,49,Right-footed shot,Ryan Giggs,2007,Second Half
52,Ronaldo,FA Cup,Semi-Finals,2007-04-14,A,Watford,RW,28,Right-footed shot,Wayne Rooney,2007,First Half
53,Ronaldo,Champions League,Semi-Finals,2007-04-24,H,AC Milan,RW,5,Header,Ryan Giggs,2007,First Half
54,Ronaldo,Premier League,37,2007-05-05,A,Man City,RW,34,Penalty,No Assist,2007,First Half
55,Ronaldo,Champions League,Group Stage,2007-09-19,A,Sporting CP,RW,62,Header,Wes Brown,2007,Second Half
56,Ronaldo,Premier League,8,2007-09-29,A,Birmingham,RW,51,Solo,No Assist,2007,Second Half
57,Ronaldo,Premier League,9,2007-10-06,H,Wigan,RW,59,Header,Ryan Giggs,2007,Second Half
58,Ronaldo,Premier League,9,2007-10-06,H,Wigan,RW,76,Right-footed shot,Wayne Rooney,2007,Second Half
59,Ronaldo,Champions League,Group Stage,2007-10-23,A,Dynamo Kyiv,RW,41,Penalty,No Assist,2007,First Half
60,Ronaldo,Champions League,Group Stage,2007-10-23,A,Dynamo Kyiv,RW,68,Header,Ryan Giggs,2007,Second Half
61,Ronaldo,Premier League,12,2007-11-03,A,Arsenal,RW,82,Solo,Patrice Evra,2007,Second Half
62,Ronaldo,Champions League,Group Stage,2007-11-07,H,Dynamo Kyiv,RW,88,Right-footed shot,Patrice Evra,2007,Second Half
63,Ronaldo,Premier League,13,2007-11-11,H,Blackburn,RW,34,Header,Ryan Giggs,2007,First Half
64,Ronaldo,Premier League,13,2007-11-11,H,Blackburn,RW,35,Right-footed shot,Carlos Tevez,2007,First Half
65,Ronaldo,Champions League,Group Stage,2007-11-27,H,Sporting CP,RW,903,Direct free kick,No Assist,2007,Second Half-Additional Time
66,Ronaldo,Premier League,15,2007-12-03,H,Fulham,RW,10,Right-footed shot,Nemanja Vidic?,2007,First Half
67,Ronaldo,Premier League,15,2007-12-03,H,Fulham,RW,58,Header,John O'Shea,2007,Second Half
68,Ronaldo,Premier League,16,2007-12-08,H,Derby,RW,90,Penalty,No Assist,2007,Second Half
69,Ronaldo,Premier League,18,2007-12-23,H,Everton,RW,22,Left-footed shot,Carlos Tevez,2007,First Half
70,Ronaldo,Premier League,18,2007-12-23,H,Everton,RW,87,Penalty,No Assist,2007,Second Half
71,Ronaldo,Premier League,19,2007-12-26,A,Sunderland,RW,45,Direct free kick,No Assist,2007,First Half
72,Ronaldo,Premier League,20,2007-12-29,A,West Ham,RW,14,Header,Ryan Giggs,2007,First Half
73,Ronaldo,FA Cup,Third Round,2008-01-05,A,Aston Villa,RW,81,Left-footed shot,Ryan Giggs,2008,Second Half
74,Ronaldo,Premier League,22,2008-01-12,H,Newcastle,RW,48,Direct free kick,No Assist,2008,Second Half
75,Ronaldo,Premier League,22,2008-01-12,H,Newcastle,RW,70,Right-footed shot,Carlos Tevez,2008,Second Half
76,Ronaldo,Premier League,22,2008-01-12,H,Newcastle,RW,88,Left-footed shot,No Assist,2008,Second Half
77,Ronaldo,Premier League,23,2008-01-19,A,Reading,RW,902,Right-footed shot,No Assist,2008,Second Half-Additional Time
78,Ronaldo,FA Cup,Fourth Round,2008-01-27,H,Spurs,RW,69,Penalty,No Assist,2008,Second Half
79,Ronaldo,FA Cup,Fourth Round,2008-01-27,H,Spurs,RW,88,Right-footed shot,Ryan Giggs,2008,Second Half
80,Ronaldo,Premier League,24,2008-01-30,H,Portsmouth,RW,10,Right-footed shot,Nani,2008,First Half
81,Ronaldo,Premier League,24,2008-01-30,H,Portsmouth,RW,12,Direct free kick,No Assist,2008,First Half
82,Ronaldo,Premier League,27,2008-02-23,A,Newcastle,RW,45,Right-footed shot,Michael Carrick,2008,First Half
83,Ronaldo,Premier League,27,2008-02-23,A,Newcastle,RW,56,Right-footed shot,No Assist,2008,Second Half
84,Ronaldo,Champions League,last 16,2008-03-04,H,Olympique Lyon,RW,41,Left-footed shot,No Assist,2008,First Half
85,Ronaldo,Premier League,29,2008-03-15,A,Derby,RW,76,Right-footed shot,Wayne Rooney,2008,Second Half
86,Ronaldo,Premier League,30,2008-03-19,H,Bolton,RW,8,Right-footed shot,No Assist,2008,First Half
87,Ronaldo,Premier League,30,2008-03-19,H,Bolton,RW,19,Direct free kick,No Assist,2008,First Half
88,Ronaldo,Premier League,31,2008-03-23,H,Liverpool,RW,79,Header,Nani,2008,Second Half
89,Ronaldo,Premier League,32,2008-03-29,H,Aston Villa,RW,16,Right-footed shot,No Assist,2008,First Half
90,Ronaldo,Champions League,Quarter-Finals,2008-04-01,A,AS Roma,RW,39,Header,Paul Scholes,2008,First Half
91,Ronaldo,Premier League,33,2008-04-06,A,Middlesbrough,RW,9,Left-footed shot,Michael Carrick,2008,First Half
92,Ronaldo,Premier League,34,2008-04-13,H,Arsenal,RW,53,Penalty,No Assist,2008,Second Half
93,Ronaldo,Premier League,37,2008-05-03,H,West Ham,RW,3,Right-footed shot,Edwin van der Sar,2008,First Half
94,Ronaldo,Premier League,37,2008-05-03,H,West Ham,RW,24,Right-footed shot,Owen Hargreaves,2008,First Half
95,Ronaldo,Premier League,38,2008-05-11,A,Wigan,RW,32,Penalty,No Assist,2008,First Half
96,Ronaldo,Champions League,Final,2008-05-21,H,Chelsea,LW,26,Header,Wes Brown,2008,First Half
97,Ronaldo,EFL Cup,Third Round,2008-09-23,H,Middlesbrough,LW,25,Header,Ryan Giggs,2008,First Half
98,Ronaldo,Premier League,6,2008-09-27,H,Bolton,RW,59,Penalty,No Assist,2008,Second Half
99,Ronaldo,Premier League,8,2008-10-18,H,West Brom,RW,69,Left-footed shot,Wayne Rooney,2008,Second Half
100,Ronaldo,Premier League,10,2008-10-29,H,West Ham,RW,14,Left-footed shot,Nani,2008,First Half
101,Ronaldo,Premier League,10,2008-10-29,H,West Ham,RW,30,Right-footed shot,Dimitar Berbatov,2008,First Half
102,Ronaldo,Premier League,11,2008-11-01,H,Hull City,RW,3,Left-footed shot,Dimitar Berbatov,2008,First Half
103,Ronaldo,Premier League,11,2008-11-01,H,Hull City,RW,43,Header,Nani,2008,First Half
104,Ronaldo,Premier League,13,2008-11-15,H,Stoke City,RW,3,Direct free kick,No Assist,2008,First Half
105,Ronaldo,Premier League,13,2008-11-15,H,Stoke City,RW,88,Direct free kick,No Assist,2008,Second Half
106,Ronaldo,Club World Cup,Semi-Finals,2008-12-18,A,Gamba Osaka,LW,451,Header,Ryan Giggs,2008,First Half-Additional Time
107,Ronaldo,EFL Cup,Semi-Finals,2009-01-20,H,Derby,LW,89,Penalty,No Assist,2009,Second Half
108,Ronaldo,Premier League,23,2009-01-27,A,West Brom,LW,65,Right-footed shot,Ryan Giggs,2009,Second Half
109,Ronaldo,Premier League,23,2009-01-27,A,West Brom,LW,73,Right-footed shot,Dimitar Berbatov,2009,Second Half
110,Ronaldo,Premier League,24,2009-01-31,H,Everton,LW,43,Penalty,No Assist,2009,First Half
111,Ronaldo,FA Cup,Fifth Round,2009-02-15,A,Derby,CF,68,Header,Ryan Giggs,2009,Second Half
112,Ronaldo,Premier League,26,2009-02-21,H,Blackburn,CF,60,Direct free kick,No Assist,2009,Second Half
113,Ronaldo,Champions League,last 16,2009-03-11,H,Inter,RW,49,Header,Wayne Rooney,2009,Second Half
114,Ronaldo,Premier League,29,2009-03-14,H,Liverpool,RW,22,Penalty,No Assist,2009,First Half
115,Ronaldo,Premier League,31,2009-04-05,H,Aston Villa,RW,11,Direct free kick,No Assist,2009,First Half
116,Ronaldo,Premier League,31,2009-04-05,H,Aston Villa,RW,80,Right-footed shot,Michael Carrick,2009,Second Half
117,Ronaldo,Champions League,Quarter-Finals,2009-04-15,A,FC Porto,RW,6,Long distance kick,Anderson,2009,First Half
118,Ronaldo,Premier League,34,2009-04-25,H,Spurs,RW,57,Penalty,No Assist,2009,Second Half
119,Ronaldo,Premier League,34,2009-04-25,H,Spurs,RW,68,Header,Wayne Rooney,2009,Second Half
120,Ronaldo,Champions League,Semi-Finals,2009-05-05,A,Arsenal,CF,11,Direct free kick,No Assist,2009,First Half
121,Ronaldo,Champions League,Semi-Finals,2009-05-05,A,Arsenal,CF,61,Right-footed shot,Wayne Rooney,2009,Second Half
122,Ronaldo,Premier League,36,2009-05-10,H,Man City,RW,17,Direct free kick,No Assist,2009,First Half
123,Ronaldo,LaLiga,1,2009-08-29,H,Dep. La Coruña,RW,34,Penalty,No Assist,2009,First Half
124,Ronaldo,LaLiga,2,2009-09-12,A,Espanyol,RW,90,Right-footed shot,Guti,2009,Second Half
125,Ronaldo,Champions League,Group Stage,2009-09-15,A,FC Zürich,LW,27,Direct free kick,No Assist,2009,First Half
126,Ronaldo,Champions League,Group Stage,2009-09-15,A,FC Zürich,LW,89,Direct free kick,No Assist,2009,Second Half
127,Ronaldo,LaLiga,3,2009-09-20,H,Xerez CD,RW,1,Right-footed shot,No Assist,2009,First Half
128,Ronaldo,LaLiga,3,2009-09-20,H,Xerez CD,RW,75,Header,Esteban Granero,2009,Second Half
129,Ronaldo,LaLiga,4,2009-09-23,A,Villarreal,CF,2,Right-footed shot,No Assist,2009,First Half
130,Ronaldo,Champions League,Group Stage,2009-09-30,H,Marseille,LW,58,Left-footed shot,Pepe,2009,Second Half
131,Ronaldo,Champions League,Group Stage,2009-09-30,H,Marseille,LW,64,Right-footed shot,Karim Benzema,2009,Second Half
132,Ronaldo,LaLiga,13,2009-12-05,H,UD Almería,CF,84,Right-footed shot,Gonzalo Higuaín,2009,Second Half
133,Ronaldo,Champions League,Group Stage,2009-12-08,A,Marseille,CF,5,Direct free kick,No Assist,2009,First Half
134,Ronaldo,Champions League,Group Stage,2009-12-08,A,Marseille,CF,80,Right-footed shot,Lassana Diarra,2009,Second Half
135,Ronaldo,LaLiga,15,2009-12-19,H,Real Zaragoza,CF,50,Left-footed shot,Ezequiel Garay,2009,Second Half
136,Ronaldo,LaLiga,19,2010-01-24,H,Málaga CF,RW,35,Right-footed shot,Kaká,2010,First Half
137,Ronaldo,LaLiga,19,2010-01-24,H,Málaga CF,RW,39,Right-footed shot,Guti,2010,First Half
138,Ronaldo,LaLiga,22,2010-02-13,A,Xerez CD,RW,69,Header,Kaká,2010,Second Half
139,Ronaldo,LaLiga,22,2010-02-13,A,Xerez CD,RW,71,Left-footed shot,Kaká,2010,Second Half
140,Ronaldo,LaLiga,23,2010-02-21,H,Villarreal,RW,18,Direct free kick,No Assist,2010,First Half
141,Ronaldo,LaLiga,24,2010-02-27,A,CD Tenerife,RW,78,Penalty,No Assist,2010,Second Half
142,Ronaldo,LaLiga,25,2010-03-06,H,Sevilla FC,CF,59,Left-footed shot,No Assist,2010,Second Half
143,Ronaldo,Champions League,last 16,2010-03-10,H,Olympique Lyon,LW,6,Left-footed shot,Guti,2010,First Half
144,Ronaldo,LaLiga,26,2010-03-14,A,Real Valladolid,CF,29,Direct free kick,No Assist,2010,First Half
145,Ronaldo,LaLiga,28,2010-03-25,A,Getafe,CF,13,Direct free kick,No Assist,2010,First Half
146,Ronaldo,LaLiga,28,2010-03-25,A,Getafe,CF,36,Right-footed shot,No Assist,2010,First Half
147,Ronaldo,LaLiga,30,2010-04-04,A,Racing,CF,23,Penalty,No Assist,2010,First Half
148,Ronaldo,LaLiga,32,2010-04-15,A,UD Almería,CF,26,Left-footed shot,No Assist,2010,First Half
149,Ronaldo,LaLiga,33,2010-04-18,H,Valencia,CF,77,Right-footed shot,Marcelo,2010,Second Half
150,Ronaldo,LaLiga,35,2010-05-02,H,CA Osasuna,CF,25,Right-footed shot,No Assist,2010,First Half
151,Ronaldo,LaLiga,35,2010-05-02,H,CA Osasuna,CF,89,Header,Gonzalo Higuaín,2010,Second Half
152,Ronaldo,LaLiga,36,2010-05-05,A,RCD Mallorca,CF,26,Right-footed shot,Sergio Ramos,2010,First Half
153,Ronaldo,LaLiga,36,2010-05-05,A,RCD Mallorca,CF,56,Right-footed shot,Sergio Ramos,2010,Second Half
154,Ronaldo,LaLiga,36,2010-05-05,A,RCD Mallorca,CF,71,Right-footed shot,No Assist,2010,Second Half
155,Ronaldo,LaLiga,37,2010-05-08,H,Athletic,CF,21,Penalty,No Assist,2010,First Half
156,Ronaldo,LaLiga,4,2010-09-21,H,Espanyol,LW,28,Penalty,No Assist,2010,First Half
157,Ronaldo,LaLiga,6,2010-10-03,H,Dep. La Coruña,LW,4,Header,Mesut Özil,2010,First Half
158,Ronaldo,LaLiga,6,2010-10-03,H,Dep. La Coruña,LW,89,Left-footed shot,Xabi Alonso,2010,Second Half
159,Ronaldo,LaLiga,7,2010-10-16,A,Málaga CF,LW,45,Right-footed shot,Mesut Özil,2010,First Half
160,Ronaldo,LaLiga,7,2010-10-16,A,Málaga CF,LW,50,Penalty,No Assist,2010,Second Half
161,Ronaldo,Champions League,Group Stage,2010-10-19,H,AC Milan,LW,13,Direct free kick,No Assist,2010,First Half
162,Ronaldo,LaLiga,8,2010-10-23,H,Racing,LW,15,Right-footed shot,Gonzalo Higuaín,2010,First Half
163,Ronaldo,LaLiga,8,2010-10-23,H,Racing,LW,26,Left-footed shot,Mesut Özil,2010,First Half
164,Ronaldo,LaLiga,8,2010-10-23,H,Racing,LW,47,Right-footed shot,Ángel Di María,2010,Second Half
165,Ronaldo,LaLiga,8,2010-10-23,H,Racing,LW,55,Penalty,No Assist,2010,Second Half
166,Ronaldo,LaLiga,9,2010-10-30,A,Hércules CF,LW,82,Right-footed shot,Karim Benzema,2010,Second Half
167,Ronaldo,LaLiga,9,2010-10-30,A,Hércules CF,LW,86,Right-footed shot,Karim Benzema,2010,Second Half
168,Ronaldo,Copa del Rey,4th round,2010-11-10,H,Real Murcia,LW,76,Left-footed shot,Ángel Di María,2010,Second Half
169,Ronaldo,LaLiga,12,2010-11-20,H,Athletic,LW,30,Left-footed shot,Mesut Özil,2010,First Half
170,Ronaldo,LaLiga,12,2010-11-20,H,Athletic,LW,62,Direct free kick,No Assist,2010,Second Half
171,Ronaldo,LaLiga,12,2010-11-20,H,Athletic,LW,901,Penalty,No Assist,2010,Second Half-Additional Time
172,Ronaldo,Champions League,Group Stage,2010-11-23,A,Ajax,LW,70,Left-footed shot,Ángel Di María,2010,Second Half
173,Ronaldo,Champions League,Group Stage,2010-11-23,A,Ajax,LW,81,Penalty,No Assist,2010,Second Half
174,Ronaldo,LaLiga,14,2010-12-04,H,Valencia,LW,72,Left-footed shot,Mesut Özil,2010,Second Half
175,Ronaldo,LaLiga,14,2010-12-04,H,Valencia,LW,86,Right-footed shot,No Assist,2010,Second Half
176,Ronaldo,Champions League,Group Stage,2010-12-08,H,AJ Auxerre,LW,49,Right-footed shot,Marcelo,2010,Second Half
177,Ronaldo,LaLiga,15,2010-12-12,A,Real Zaragoza,LW,43,Direct free kick,No Assist,2010,First Half
178,Ronaldo,Copa del Rey,last 16,2010-12-22,H,Levante,LW,44,Right-footed shot,Karim Benzema,2010,First Half
179,Ronaldo,Copa del Rey,last 16,2010-12-22,H,Levante,LW,71,Right-footed shot,Ángel Di María,2010,Second Half
180,Ronaldo,Copa del Rey,last 16,2010-12-22,H,Levante,LW,73,Right-footed shot,Karim Benzema,2010,Second Half
181,Ronaldo,LaLiga,17,2011-01-03,A,Getafe,LW,11,Penalty,No Assist,2011,First Half
182,Ronaldo,LaLiga,17,2011-01-03,A,Getafe,LW,57,Right-footed shot,Karim Benzema,2011,Second Half
183,Ronaldo,LaLiga,18,2011-01-09,H,Villarreal,LW,10,Right-footed shot,Mesut Özil,2011,First Half
184,Ronaldo,LaLiga,18,2011-01-09,H,Villarreal,LW,45,Header,Xabi Alonso,2011,First Half
185,Ronaldo,LaLiga,18,2011-01-09,H,Villarreal,LW,79,Left-footed shot,Kaká,2011,Second Half
186,Ronaldo,Copa del Rey,Quarter-Finals,2011-01-13,H,Atlético Madrid,LW,60,Right-footed shot,Mesut Özil,2011,Second Half
187,Ronaldo,Copa del Rey,Quarter-Finals,2011-01-20,A,Atlético Madrid,CF,22,Right-footed shot,Sergio Ramos,2011,First Half
188,Ronaldo,LaLiga,22,2011-02-06,H,Real Sociedad,LW,20,Left-footed shot,Kaká,2011,First Half
189,Ronaldo,LaLiga,22,2011-02-06,H,Real Sociedad,LW,42,Header,Mesut Özil,2011,First Half
190,Ronaldo,LaLiga,26,2011-03-03,H,Málaga CF,LW,50,Left-footed shot,Mesut Özil,2011,Second Half
191,Ronaldo,LaLiga,26,2011-03-03,H,Málaga CF,LW,67,Penalty,No Assist,2011,Second Half
192,Ronaldo,LaLiga,26,2011-03-03,H,Málaga CF,LW,76,Right-footed shot,Sergio Canales,2011,Second Half
193,Ronaldo,Champions League,Quarter-Finals,2011-04-05,H,Spurs,LW,87,Right-footed shot,Kaká,2011,Second Half
194,Ronaldo,LaLiga,31,2011-04-09,A,Athletic,LW,70,Right-footed shot,Esteban Granero,2011,Second Half
195,Ronaldo,Champions League,Quarter-Finals,2011-04-13,A,Spurs,RW,50,Right-footed shot,Sami Khedira,2011,Second Half
196,Ronaldo,LaLiga,32,2011-04-16,H,FC Barcelona,LW,82,Penalty,No Assist,2011,Second Half
197,Ronaldo,Copa del Rey,Final,2011-04-20,A,FC Barcelona,CF,103,Header,Ángel Di María,2011,Xtra-Time
198,Ronaldo,LaLiga,35,2011-05-07,A,Sevilla FC,LW,30,Right-footed shot,Pepe,2011,First Half
199,Ronaldo,LaLiga,35,2011-05-07,A,Sevilla FC,LW,64,Right-footed shot,No Assist,2011,Second Half
200,Ronaldo,LaLiga,35,2011-05-07,A,Sevilla FC,LW,70,Right-footed shot,Mesut Özil,2011,Second Half
201,Ronaldo,LaLiga,35,2011-05-07,A,Sevilla FC,LW,76,Right-footed shot,Karim Benzema,2011,Second Half
202,Ronaldo,LaLiga,36,2011-05-10,H,Getafe,LW,23,Header,Mesut Özil,2011,First Half
203,Ronaldo,LaLiga,36,2011-05-10,H,Getafe,LW,57,Left-footed shot,Mesut Özil,2011,Second Half
204,Ronaldo,LaLiga,36,2011-05-10,H,Getafe,LW,901,Penalty,No Assist,2011,Second Half-Additional Time
205,Ronaldo,LaLiga,37,2011-05-15,A,Villarreal,CF,22,Direct free kick,No Assist,2011,First Half
206,Ronaldo,LaLiga,37,2011-05-15,A,Villarreal,CF,90,Direct free kick,No Assist,2011,Second Half
207,Ronaldo,LaLiga,38,2011-05-21,H,UD Almería,LW,4,Right-footed shot,Sergio Ramos,2011,First Half
208,Ronaldo,LaLiga,38,2011-05-21,H,UD Almería,LW,76,Right-footed shot,Sergio Ramos,2011,Second Half
209,Ronaldo,Supercopa,Final,2011-08-17,A,FC Barcelona,LW,20,Right-footed shot,Karim Benzema,2011,First Half
210,Ronaldo,LaLiga,2,2011-08-28,A,Real Zaragoza,LW,23,Left-footed shot,Mesut Özil,2011,First Half
211,Ronaldo,LaLiga,2,2011-08-28,A,Real Zaragoza,LW,70,Right-footed shot,Ángel Di María,2011,Second Half
212,Ronaldo,LaLiga,2,2011-08-28,A,Real Zaragoza,LW,86,Right-footed shot,Kaká,2011,Second Half
213,Ronaldo,LaLiga,3,2011-09-10,H,Getafe,LW,59,Penalty,No Assist,2011,Second Half
214,Ronaldo,LaLiga,6,2011-09-24,H,Rayo Vallecano,LW,39,Left-footed shot,Kaká,2011,First Half
215,Ronaldo,LaLiga,6,2011-09-24,H,Rayo Vallecano,LW,51,Penalty,No Assist,2011,Second Half
216,Ronaldo,LaLiga,6,2011-09-24,H,Rayo Vallecano,LW,84,Penalty,No Assist,2011,Second Half
217,Ronaldo,Champions League,Group Stage,2011-09-27,H,Ajax,LW,25,Right-footed shot,Karim Benzema,2011,First Half
218,Ronaldo,LaLiga,9,2011-10-22,A,Málaga CF,LW,24,Left-footed shot,Ángel Di María,2011,First Half
219,Ronaldo,LaLiga,9,2011-10-22,A,Málaga CF,LW,28,Right-footed shot,Xabi Alonso,2011,First Half
220,Ronaldo,LaLiga,9,2011-10-22,A,Málaga CF,LW,38,Right-footed shot,Sergio Ramos,2011,First Half
221,Ronaldo,Champions League,Group Stage,2011-11-02,A,Olympique Lyon,LW,25,Direct free kick,No Assist,2011,First Half
222,Ronaldo,Champions League,Group Stage,2011-11-02,A,Olympique Lyon,LW,69,Penalty,No Assist,2011,Second Half
223,Ronaldo,LaLiga,12,2011-11-06,H,CA Osasuna,LW,23,Header,Ángel Di María,2011,First Half
224,Ronaldo,LaLiga,12,2011-11-06,H,CA Osasuna,LW,55,Penalty,No Assist,2011,Second Half
225,Ronaldo,LaLiga,12,2011-11-06,H,CA Osasuna,LW,58,Header,Álvaro Arbeloa,2011,Second Half
226,Ronaldo,LaLiga,13,2011-11-19,A,Valencia,LW,79,Right-footed shot,Pepe,2011,Second Half
227,Ronaldo,LaLiga,14,2011-11-26,H,Atlético Madrid,LW,24,Penalty,No Assist,2011,First Half
228,Ronaldo,LaLiga,14,2011-11-26,H,Atlético Madrid,LW,82,Penalty,No Assist,2011,Second Half
229,Ronaldo,LaLiga,15,2011-12-03,A,Sporting Gijón,LW,65,Right-footed shot,Ángel Di María,2011,Second Half
230,Ronaldo,Copa del Rey,4th round,2011-12-13,A,Ponferradina,LW,74,Left-footed shot,Gonzalo Higuaín,2011,Second Half
231,Ronaldo,LaLiga,17,2011-12-17,A,Sevilla FC,LW,10,Right-footed shot,Ángel Di María,2011,First Half
232,Ronaldo,LaLiga,17,2011-12-17,A,Sevilla FC,LW,41,Right-footed shot,Karim Benzema,2011,First Half
233,Ronaldo,LaLiga,17,2011-12-17,A,Sevilla FC,LW,86,Penalty,No Assist,2011,Second Half
234,Ronaldo,LaLiga,18,2012-01-07,H,Granada CF,LW,89,Right-footed shot,No Assist,2012,Second Half
235,Ronaldo,Copa del Rey,Quarter-Finals,2012-01-18,H,FC Barcelona,LW,11,Left-footed shot,Karim Benzema,2012,First Half
